,logFC,AveExpr,t,adj.P.Val,B,EntrezID,symbols,P.Value,Rank_1,HPO_Freq,NewP.value,Rank_2,Rank_1-Rank2
238350_at,0.194990784,4.894620517,1.626899753,0.622349507,-4.645614203,254048,UBN2,0.118463958,6246,0,0.118463958,7683,-1437
230083_at,0.166907053,4.264557755,1.626846914,0.622349507,-4.645686813,54532,USP53,0.118475246,6247,0,0.118475246,7684,-1437
206069_s_at,-0.118475757,3.36197519,-1.626759866,0.622349507,-4.645806431,33,ACADL,0.118493845,6248,0,0.118493845,7685,-1437
206386_at,-0.073625169,3.975681546,-1.216676242,0.728422141,-5.151837941,6906,SERPINA7,0.237039111,9653,1,0.118519556,7686,1967
55692_at,-0.085371895,8.044391297,-1.626559357,0.622497054,-4.646081943,63916,ELMO2,0.118536696,6249,0,0.118536696,7687,-1438
205009_at,0.110361564,4.599072503,1.62632618,0.622525734,-4.64640231,7031,TFF1,0.118586545,6250,0,0.118586545,7688,-1438
203502_at,-0.131152191,7.558305074,-1.214878782,0.729094175,-5.153787397,669,BPGM,0.237709941,9666,1,0.118854971,7689,1977
211188_at,0.115162347,4.185350831,1.624850769,0.623145469,-4.648428603,8832,CD84,0.118902367,6251,0,0.118902367,7690,-1439
206749_at,-0.085634157,3.926675505,-1.624704956,0.623145469,-4.648628783,910,CD1B,0.118933618,6252,0,0.118933618,7691,-1439
242387_at,-0.101132971,5.049746555,-1.624575969,0.623145469,-4.648805853,157695,TDRP,0.118961268,6253,0,0.118961268,7692,-1439
207174_at,-0.091844758,3.041470793,-1.624539857,0.623145469,-4.648855425,2262,GPC5,0.11896901,6254,0,0.11896901,7693,-1439
208923_at,-0.176092147,9.492698866,-1.624215529,0.623145469,-4.649300597,23191,CYFIP1,0.119038562,6255,0,0.119038562,7694,-1439
202130_at,-0.126536591,10.44469089,-1.624189789,0.623145469,-4.649335925,8780,RIOK3,0.119044084,6256,0,0.119044084,7695,-1439
209577_at,-0.108748597,7.793041865,-1.62415918,0.623145469,-4.649377934,5833,PCYT2,0.11905065,6257,0,0.11905065,7696,-1439
200851_s_at,-0.060738886,10.27121635,-1.624100957,0.623145469,-4.649457843,9798,IST1,0.119063141,6258,0,0.119063141,7697,-1439
235059_at,0.147423446,3.857943076,1.624074035,0.623145469,-4.64949479,201475,RAB12,0.119068916,6259,0,0.119068916,7698,-1439
236150_at,-0.139798549,4.546127426,-1.624010778,0.623145469,-4.649581604,123688,HYKK,0.119082489,6260,0,0.119082489,7699,-1439
214599_at,0.289866183,5.143050356,1.623992087,0.623145469,-4.649607254,3713,IVL,0.119086499,6261,0,0.119086499,7700,-1439
235329_at,0.112024868,5.098917658,1.623980361,0.623145469,-4.649623346,124056,NOXO1,0.119089016,6262,0,0.119089016,7701,-1439
219229_at,-0.100222015,4.144120222,-1.623909697,0.623145469,-4.64972032,28232,SLCO3A1,0.119104179,6263,0,0.119104179,7702,-1439
1564637_a_at,0.116166554,8.690932572,1.623846633,0.623145469,-4.649806862,283742,FAM98B,0.119117714,6265,0,0.119117714,7703,-1438
202592_at,-0.079353408,9.255439987,-1.623763243,0.623145469,-4.649921291,2647,BLOC1S1,0.119135612,6266,0,0.119135612,7704,-1438
218660_at,0.041882928,6.451806623,0.940084806,0.80223982,-5.42175057,8291,DYSF,0.357714854,12247,2,0.119238285,7705,4542
1564053_a_at,0.32478255,7.476265603,1.62306298,0.623753079,-4.650882038,253943,YTHDF3,0.119286003,6267,0,0.119286003,7706,-1439
1558431_at,-0.064356863,6.811718203,-1.622784913,0.624005902,-4.651263454,283948,NHLRC4,0.119345765,6268,0,0.119345765,7707,-1439
240183_at,0.110221792,4.285942551,1.62265103,0.624077069,-4.651447079,155006,TMEM213,0.119374549,6269,0,0.119374549,7708,-1439
1555463_a_at,0.111951132,4.314388019,1.622504574,0.624142002,-4.651647935,84181,CHD6,0.119406042,6270,0,0.119406042,7709,-1439
204829_s_at,0.097943671,6.192732021,1.622094142,0.624212067,-4.652210746,2350,FOLR2,0.119494336,6272,0,0.119494336,7710,-1438
203957_at,0.090506706,7.329802872,1.622091506,0.624212067,-4.65221436,1876,E2F6,0.119494903,6273,0,0.119494903,7711,-1438
203917_at,0.124269718,3.8788577,1.621698118,0.624435137,-4.652753697,1525,CXADR,0.119579582,6274,0,0.119579582,7712,-1438
214910_s_at,0.112203963,6.474666355,1.621532287,0.624435137,-4.652981022,55937,APOM,0.119615294,6275,0,0.119615294,7713,-1438
244435_at,0.072550923,2.727490088,1.621319372,0.624492768,-4.653272866,642938,FAM196A,0.119661158,6276,0,0.119661158,7714,-1438
201392_s_at,0.165598994,8.037080055,1.621290769,0.624492768,-4.653312071,3482,IGF2R,0.11966732,6277,0,0.11966732,7715,-1438
232360_at,0.088197261,3.807695316,1.621201347,0.624533707,-4.653434631,26298,EHF,0.119686588,6278,0,0.119686588,7716,-1438
217700_at,0.099370818,5.891150171,1.620960763,0.624744645,-4.653764347,245812,CNPY4,0.119738439,6279,0,0.119738439,7717,-1438
210995_s_at,0.19150974,5.381850608,1.620652397,0.624960919,-4.654186904,373,TRIM23,0.119804926,6280,0,0.119804926,7718,-1438
219979_s_at,-0.101634326,8.945571554,-1.620535064,0.624960919,-4.65434767,51501,HIKESHI,0.119830232,6281,0,0.119830232,7719,-1438
217774_s_at,-0.099992996,11.74175153,-1.620342879,0.624960919,-4.654610977,51504,TRMT112,0.119871692,6282,0,0.119871692,7720,-1438
229313_at,-0.06389859,5.473793219,-0.205414922,0.966690112,-5.816244259,203859,ANO5,0.839198623,18737,6,0.119885518,7721,11016
224839_s_at,-0.01034614,6.903158444,-0.051909621,0.991563711,-5.835173365,84706,GPT2,0.959084507,19850,7,0.119885563,7722,12128
218143_s_at,0.111457522,9.506880397,1.620185629,0.624960919,-4.654826403,10066,SCAMP2,0.119905625,6284,0,0.119905625,7723,-1439
213107_at,-0.24550889,6.827977906,-1.619890163,0.625055002,-4.655231135,23043,TNIK,0.119969404,6285,0,0.119969404,7724,-1439
1553235_at,-0.094659227,4.84055732,-1.619481402,0.625132689,-4.655790968,56135,PCDHAC1,0.120057687,6286,0,0.120057687,7725,-1439
214145_s_at,-0.092340776,5.637539045,-1.619470214,0.625132689,-4.655806291,6710,SPTB,0.120060104,6287,0,0.120060104,7726,-1439
1554493_s_at,0.145023726,6.598130501,1.619078223,0.625492086,-4.656343052,63892,THADA,0.120144817,6288,0,0.120144817,7727,-1439
1553126_a_at,-0.090149149,3.008597883,-1.618542943,0.625915954,-4.657075863,221074,SLC39A12,0.120260578,6290,0,0.120260578,7728,-1438
239329_at,-0.162800627,6.650493666,-1.618325238,0.626078677,-4.657373853,23011,RAB21,0.120307686,6291,0,0.120307686,7729,-1438
232924_at,0.087150826,3.465631246,1.618213085,0.626078677,-4.657527355,10234,LRRC17,0.12033196,6292,0,0.12033196,7730,-1438
238480_at,-0.365106608,7.542010225,-1.617848281,0.626078677,-4.658026597,125488,TTC39C,0.120410946,6293,0,0.120410946,7731,-1438
224575_at,-0.080125538,10.90778759,-1.617818373,0.626078677,-4.658067522,55845,BRK1,0.120417424,6294,0,0.120417424,7732,-1438
244508_at,0.294622469,4.457604158,1.61770408,0.626078677,-4.658223915,989,7-Sep,0.12044218,6295,0,0.12044218,7733,-1438
206868_at,0.095817793,5.394992525,1.617500917,0.626078677,-4.658501892,9754,STARD8,0.120486196,6296,0,0.120486196,7734,-1438
205321_at,0.43540695,10.75981611,1.617353689,0.626078677,-4.658703319,1968,EIF2S3,0.120518103,6297,0,0.120518103,7735,-1438
220945_x_at,0.10697606,3.134596095,1.617282929,0.626078677,-4.658800124,54682,MANSC1,0.12053344,6298,0,0.12053344,7736,-1438
1554705_at,-0.089851391,4.976902441,-1.617198055,0.626078677,-4.658916232,286133,SCARA5,0.120551838,6299,0,0.120551838,7737,-1438
201176_s_at,0.083024206,10.41175799,1.617145168,0.626078677,-4.65898858,372,ARCN1,0.120563304,6300,0,0.120563304,7738,-1438
242180_at,-0.100425292,5.190653071,-1.61711897,0.626078677,-4.659024418,26526,TSPAN16,0.120568984,6301,0,0.120568984,7739,-1438
229579_s_at,-0.128349785,4.767462057,-1.617024045,0.626078677,-4.659154266,85455,DISP2,0.120589567,6302,0,0.120589567,7740,-1438
223865_at,-0.088983454,3.948545611,-1.616870223,0.626132962,-4.659364668,55553,SOX6,0.120622926,6303,0,0.120622926,7741,-1438
217627_at,0.224316609,5.033353841,1.616777928,0.626136835,-4.659490903,126231,ZNF573,0.120642946,6304,0,0.120642946,7742,-1438
221386_at,-0.09410922,3.662368283,-1.616761192,0.626136835,-4.659513793,4995,OR3A2,0.120646576,6305,0,0.120646576,7743,-1438
230103_at,-0.087968427,5.095228786,-1.616605487,0.626154549,-4.659726744,196740,VSTM4,0.120680357,6306,0,0.120680357,7744,-1438
217722_s_at,-0.096005952,9.046670796,-1.616307016,0.626154549,-4.660134906,51335,NGRN,0.120745135,6307,0,0.120745135,7745,-1438
1557439_at,0.08053471,3.040215286,1.616214567,0.626154549,-4.660261318,100874238,ARHGEF7-AS2,0.120765205,6308,0,0.120765205,7746,-1438
238205_at,0.061125738,3.512572187,1.616087818,0.626154549,-4.660434624,139170,DCAF12L1,0.120792726,6309,0,0.120792726,7747,-1438
1552769_at,-0.065148431,4.804641054,-1.616008374,0.626154549,-4.660543244,90589,ZNF625,0.120809979,6310,0,0.120809979,7748,-1438
220380_at,-0.053257068,3.552212089,-1.616004657,0.626154549,-4.660548326,58511,DNASE2B,0.120810786,6311,0,0.120810786,7749,-1438
1554268_at,-0.11134809,4.236653927,-1.616003035,0.626154549,-4.660550543,79906,MORN1,0.120811138,6312,0,0.120811138,7750,-1438
1560827_at,0.092858411,4.358182397,1.615873031,0.626154549,-4.660728281,101928725,LOC101928725,0.120839375,6313,0,0.120839375,7751,-1438
218208_at,-0.078018659,8.090030503,-1.6157164,0.626154549,-4.660942408,80148,PQLC1,0.120873403,6314,0,0.120873403,7752,-1438
224137_at,-0.091425776,3.671877263,-1.61568763,0.626154549,-4.660981738,59284,CACNG7,0.120879654,6315,0,0.120879654,7753,-1438
1558620_at,-0.081356607,7.302645312,-1.615600626,0.626154549,-4.661100671,285268,ZNF621,0.12089856,6316,0,0.12089856,7754,-1438
209334_s_at,-0.172195475,4.362999822,-1.615589751,0.626154549,-4.661115536,5715,PSMD9,0.120900923,6317,0,0.120900923,7755,-1438
204954_s_at,-0.101573876,5.521168616,-1.203979927,0.732243296,-5.165554802,9149,DYRK1B,0.241808292,9772,1,0.120904146,7756,2016
1553856_s_at,0.177872294,9.741319315,1.61553745,0.626154549,-4.661187028,27334,P2RY10,0.120912289,6318,0,0.120912289,7757,-1439
1560251_at,0.083654562,2.943786404,1.615515374,0.626154549,-4.661217204,645485,LOC645485,0.120917087,6319,0,0.120917087,7758,-1439
1559485_at,0.113422549,4.237641705,1.615443617,0.626154549,-4.661315287,55102,ATG2B,0.120932683,6320,0,0.120932683,7759,-1439
212367_at,-0.100217674,7.576044893,-1.615423399,0.626154549,-4.661342923,10116,FEM1B,0.120937078,6321,0,0.120937078,7760,-1439
207173_x_at,-0.087485655,3.369633246,-1.61540414,0.626154549,-4.661369247,1009,CDH11,0.120941264,6322,0,0.120941264,7761,-1439
223924_at,0.10625075,4.130195755,1.615374308,0.626154549,-4.661410022,83538,TTC25,0.120947749,6323,0,0.120947749,7762,-1439
232881_at,0.019000223,4.155242834,0.35533235,0.939014302,-5.776085214,149775,GNAS-AS1,0.725835538,17515,5,0.12097259,7763,9752
225510_at,0.104248932,7.24784893,1.614918683,0.626430231,-4.662032708,220323,OAF,0.121046829,6324,0,0.121046829,7764,-1440
1558826_at,-0.086236759,3.218507878,-1.614763094,0.626477969,-4.662245315,128611,ZNF831,0.121080679,6325,0,0.121080679,7765,-1440
235146_at,-0.188294744,7.761496062,-1.614491682,0.626477969,-4.662616154,57458,TMCC3,0.121139747,6326,0,0.121139747,7766,-1440
1562338_at,-0.105829215,3.664547412,-1.614484496,0.626477969,-4.662625972,55016,1-Mar,0.121141311,6327,0,0.121141311,7767,-1440
1569430_at,-0.091440774,4.193472039,-1.614443975,0.626477969,-4.662681333,138428,PTRH1,0.121150132,6328,0,0.121150132,7768,-1440
1563532_at,-0.096522466,4.083187898,-1.614383435,0.626477969,-4.662764042,256158,HMCN2,0.121163311,6329,0,0.121163311,7769,-1440
1559528_at,0.138749117,3.362245504,1.614148542,0.626477969,-4.663084929,100129917,LOC100129917,0.121214459,6331,0,0.121214459,7770,-1439
238077_at,0.109472214,7.133267068,1.61363237,0.62668629,-4.663789945,200845,KCTD6,0.121326918,6332,0,0.121326918,7771,-1439
225614_at,-0.096132844,9.016250693,-1.613513166,0.62668629,-4.663952735,113174,SAAL1,0.121352901,6333,0,0.121352901,7772,-1439
225775_at,0.14856677,9.505936277,1.613375756,0.62668629,-4.664140377,340348,TSPAN33,0.121382859,6335,0,0.121382859,7773,-1438
227416_s_at,-0.098784929,9.84458316,-1.613142993,0.626770807,-4.664458204,85437,ZCRB1,0.12143362,6337,0,0.12143362,7774,-1437
232424_at,-0.028219914,3.283034146,-0.521659588,0.903434507,-5.70680651,63976,PRDM16,0.607290319,16107,4,0.121458064,7775,8332
216680_s_at,0.070023415,6.9296,1.612761386,0.627022963,-4.664979192,2050,EPHB4,0.121516878,6338,0,0.121516878,7776,-1438
216069_at,0.087195658,3.394861788,1.612678467,0.627057167,-4.665092385,3275,PRMT2,0.121534976,6339,0,0.121534976,7777,-1438
235097_at,-0.104228069,5.306566833,-1.61259322,0.627093998,-4.665208751,152992,TRMT44,0.121553584,6340,0,0.121553584,7778,-1438
207673_at,0.002251275,4.46374819,0.034740177,0.994138774,-5.835887042,4868,NPHS1,0.972610465,19971,7,0.121576308,7779,12192
219526_at,0.122418592,8.493211173,1.612402775,0.627249322,-4.665468701,79697,RIOX1,0.121595163,6341,0,0.121595163,7780,-1439
200989_at,0.077370737,11.33005703,1.612312809,0.627251624,-4.665591492,3091,HIF1A,0.12161481,6342,0,0.12161481,7781,-1439
234486_at,0.080967721,4.801386206,1.612295661,0.627251624,-4.665614896,79345,OR51B2,0.121618555,6343,0,0.121618555,7782,-1439
223555_at,0.076332646,6.553077101,1.611899164,0.627319437,-4.666155996,54856,GON4L,0.121705174,6345,0,0.121705174,7783,-1438
1564112_at,-0.115072716,6.04770977,-1.611594517,0.627319437,-4.666571678,149647,FAM71A,0.121771762,6346,0,0.121771762,7784,-1438
1553335_x_at,0.092524129,3.723691614,1.611495961,0.627319437,-4.666706141,285696,BASP1-AS1,0.12179331,6347,0,0.12179331,7785,-1438
236817_at,0.135466267,5.61990004,1.611183861,0.627398908,-4.667131911,134637,ADAT2,0.121861569,6348,0,0.121861569,7786,-1438
209075_s_at,0.0231449,11.90138725,0.348101767,0.939957065,-5.778510102,23479,ISCU,0.731180868,17583,5,0.121863478,7787,9796
231697_s_at,0.224173761,5.872752488,1.611098429,0.627417681,-4.667248448,81671,VMP1,0.12188026,6349,0,0.12188026,7788,-1439
216194_s_at,-0.120083131,9.490388752,-1.61100697,0.62746162,-4.6673732,1155,TBCB,0.121900271,6350,0,0.121900271,7789,-1439
204319_s_at,-0.145914663,10.68267779,-1.610766479,0.627480061,-4.66770121,6001,RGS10,0.121952905,6351,0,0.121952905,7790,-1439
228719_at,-0.142315398,5.547481728,-1.610606451,0.627480061,-4.667919453,125150,ZSWIM7,0.121987938,6352,0,0.121987938,7791,-1439
227485_at,0.125255486,7.378184729,1.610494402,0.627480061,-4.668072255,203522,INTS6L,0.122012474,6355,0,0.122012474,7792,-1437
1567059_at,0.120204351,3.166915111,1.610401321,0.627480061,-4.668199183,26494,OR8G1,0.122032859,6356,0,0.122032859,7793,-1437
235665_at,0.104515095,4.239469824,1.610358483,0.627480061,-4.668257596,53635,PTOV1,0.122042241,6357,0,0.122042241,7794,-1437
239552_at,-0.067181898,3.008095723,-1.610347315,0.627480061,-4.668272825,221806,VWDE,0.122044688,6358,0,0.122044688,7795,-1437
216595_at,0.084803192,2.806859218,1.610287763,0.627480061,-4.668354026,121006,FAM186A,0.122057732,6359,0,0.122057732,7796,-1437
232633_at,0.205698136,4.835197103,1.610232642,0.627480061,-4.668429185,7520,XRCC5,0.122069807,6360,0,0.122069807,7797,-1437
226635_at,-0.084050922,10.43902652,-1.610183768,0.627480061,-4.668495824,100506710,EBLN3P,0.122080515,6361,0,0.122080515,7798,-1437
206005_s_at,-0.122103701,5.967248583,-1.610022482,0.627480061,-4.668715723,22832,CEP162,0.122115855,6362,0,0.122115855,7799,-1437
228663_x_at,-0.090566072,5.30482181,-1.609912225,0.627480061,-4.668866038,84922,FIZ1,0.122140019,6363,0,0.122140019,7800,-1437
212477_at,-0.093882497,3.703853137,-1.609907444,0.627480061,-4.668872557,23527,ACAP2,0.122141067,6364,0,0.122141067,7801,-1437
217761_at,0.196734783,8.496045883,1.60985997,0.627480061,-4.668937277,55256,ADI1,0.122151473,6365,0,0.122151473,7802,-1437
243272_at,-0.093414063,4.618469044,-1.609677328,0.627480061,-4.669186252,101593348,LOC101593348,0.122191512,6366,0,0.122191512,7803,-1437
215850_s_at,0.140722625,3.664428961,1.609602085,0.627480061,-4.669288817,4698,NDUFA5,0.122208011,6367,0,0.122208011,7804,-1437
1558587_at,-0.085008222,3.271650619,-1.609495899,0.627480061,-4.669433555,100996385,LOC100996385,0.122231297,6368,0,0.122231297,7805,-1437
219334_s_at,0.192455005,4.130845017,1.609471385,0.627480061,-4.669466967,64859,NABP1,0.122236674,6369,0,0.122236674,7806,-1437
207626_s_at,-0.097101437,3.621920916,-1.60938801,0.627496568,-4.669580606,6542,SLC7A2,0.122254961,6370,0,0.122254961,7807,-1437
215114_at,0.095935945,4.457599203,1.609352078,0.627496568,-4.669629579,26168,SENP3,0.122262843,6371,0,0.122262843,7808,-1437
230861_at,-0.078101827,3.14931074,-1.609052596,0.627579565,-4.670037721,26082,LINC02249,0.122328553,6372,0,0.122328553,7809,-1437
202659_at,-0.110804699,10.5485422,-1.609021566,0.627579565,-4.670080007,5699,PSMB10,0.122335363,6373,0,0.122335363,7810,-1437
212482_at,-0.112480741,7.626625583,-1.608963695,0.627579565,-4.670158867,64795,RMND5A,0.122348065,6374,0,0.122348065,7811,-1437
229512_at,-0.175102544,6.106123037,-1.608821895,0.627579565,-4.670352088,54954,FAM120C,0.122379192,6375,0,0.122379192,7812,-1437
228532_at,-0.317959783,5.776164333,-1.608783079,0.627579565,-4.670404978,128346,C1orf162,0.122387714,6376,0,0.122387714,7813,-1437
221090_s_at,0.119008823,8.261195536,1.608729131,0.627579565,-4.670478484,55239,OGFOD1,0.122399559,6377,0,0.122399559,7814,-1437
233165_at,0.095820979,4.53682595,1.608617925,0.627579565,-4.67063,51517,NCKIPSD,0.122423978,6378,0,0.122423978,7815,-1437
236037_at,-0.069106993,2.999377271,-1.608379369,0.627579565,-4.670955003,57221,ARFGEF3,0.122476376,6379,0,0.122476376,7816,-1437
226636_at,-0.623410891,5.261041285,-1.608272112,0.627579565,-4.671101115,5337,PLD1,0.12249994,6380,0,0.12249994,7817,-1437
1553351_at,0.122371892,4.411594242,1.608212893,0.627579565,-4.671181784,161725,OTUD7A,0.122512952,6381,0,0.122512952,7818,-1437
219748_at,-0.124818592,6.641987506,-1.608092864,0.627579565,-4.671345281,79865,TREML2,0.12253933,6382,0,0.12253933,7819,-1437
227396_at,0.431904515,7.275478296,1.608091646,0.627579565,-4.67134694,5795,PTPRJ,0.122539597,6383,0,0.122539597,7820,-1437
235449_at,-0.043764402,5.694312805,-0.702149395,0.861854637,-5.602860338,90678,LRSAM1,0.490189184,14515,3,0.122547296,7821,6694
201197_at,-0.067713937,9.83752312,-1.60796694,0.627579565,-4.671516799,262,AMD1,0.122567008,6384,0,0.122567008,7822,-1438
1555316_a_at,-0.085665854,3.595091989,-1.607891572,0.627579565,-4.671619451,90134,KCNH7,0.122583576,6385,0,0.122583576,7823,-1438
35666_at,-0.066535027,7.15209276,-1.607828421,0.627579565,-4.671705459,6405,SEMA3F,0.12259746,6386,0,0.12259746,7824,-1438
1559514_at,-0.157524464,3.719222795,-1.607770005,0.627579565,-4.671785018,100132077,LOC100132077,0.122610305,6387,0,0.122610305,7825,-1438
219236_at,-0.106867566,6.30799843,-1.607722743,0.627579565,-4.671849383,79957,PAQR6,0.122620697,6388,0,0.122620697,7826,-1438
205847_at,-0.100802585,6.442114495,-1.607706071,0.627579565,-4.671872088,64063,PRSS22,0.122624363,6389,0,0.122624363,7827,-1438
206642_at,0.038337838,3.117914046,0.701460436,0.862123638,-5.603312917,1828,DSG1,0.49061024,14520,3,0.12265256,7828,6692
231880_at,-0.10704635,4.270711886,-1.607520002,0.627579565,-4.672125476,57464,STRIP2,0.122665287,6390,0,0.122665287,7829,-1439
219350_s_at,-0.050144677,9.526888044,-1.194539941,0.734345371,-5.175673234,56616,DIABLO,0.245400926,9862,1,0.122700463,7830,2032
206054_at,0.087895161,3.512247046,1.607049813,0.627970941,-4.672765681,3827,KNG1,0.12276875,6391,0,0.12276875,7831,-1440
240882_at,0.08064041,3.879084326,1.606935497,0.628019978,-4.67292131,100506289,LOC100506289,0.122793915,6392,0,0.122793915,7832,-1440
231416_at,-0.090225365,4.881351182,-1.606543329,0.628019978,-4.673455145,27294,DHDH,0.122880281,6393,0,0.122880281,7833,-1440
1569740_at,-0.08905551,3.050462734,-1.606445536,0.628019978,-4.673588249,105374928,LOC105374928,0.122901826,6394,0,0.122901826,7834,-1440
222935_x_at,0.106832166,5.251207941,1.606330482,0.628019978,-4.673744838,64116,SLC39A8,0.122927177,6395,0,0.122927177,7835,-1440
231352_at,0.106334665,5.695613872,1.606211419,0.628019978,-4.673906874,9376,SLC22A8,0.122953416,6397,0,0.122953416,7836,-1439
230123_at,0.144775596,5.608239221,1.605771069,0.628236637,-4.674506082,55707,NECAP2,0.123050501,6398,0,0.123050501,7837,-1439
210945_at,0.070030203,3.429616948,1.19262641,0.734809817,-5.177715911,1288,COL4A6,0.246134038,9883,1,0.123067019,7838,2045
