gene,p_value,HPO_Freq,Rank_1,New_Pvalue,Rank_2,Rank1-Rank2
FAM78B,0.148195478,0,3189,1.48E-01,4143,-954
UCK2,0.148195478,0,3190,1.48E-01,4144,-954
FOXP4,0.148228358,0,3191,1.48E-01,4145,-954
AK9,0.148235269,0,3192,1.48E-01,4146,-954
LOC102156706,0.148264977,0,3193,1.48E-01,4147,-954
ZNF710,0.148264977,0,3194,1.48E-01,4148,-954
LOC102152727,0.148265778,0,3195,1.48E-01,4149,-954
DUSP5,0.148289639,0,3196,1.48E-01,4150,-954
CD274,0.148316925,0,3197,1.48E-01,4151,-954
ZNF496,0.148421128,0,3198,1.48E-01,4152,-954
LHCGR,0.296964804,1,5490,1.48E-01,4153,1337
FXYD2,0.445563947,2,7470,1.49E-01,4154,3316
NEU2,0.148566549,0,3199,1.49E-01,4155,-956
NGEF,0.148566549,0,3200,1.49E-01,4156,-956
CUL2,0.148574405,0,3201,1.49E-01,4157,-956
LOC102155674,0.148574405,0,3202,1.49E-01,4158,-956
PARD3,0.148574405,0,3203,1.49E-01,4159,-956
LOC100682728,0.148574405,0,3204,1.49E-01,4160,-956
LOC106560030,0.148574405,0,3205,1.49E-01,4161,-956
NRP1,0.148574405,0,3206,1.49E-01,4162,-956
SYNGR3,0.148728643,0,3207,1.49E-01,4163,-956
NOXO1,0.148728643,0,3208,1.49E-01,4164,-956
HS3ST6,0.148728643,0,3209,1.49E-01,4165,-956
SCP2,0.446286058,2,7474,1.49E-01,4166,3308
EMC4,0.148896502,0,3212,1.49E-01,4167,-955
KATNBL1,0.148896502,0,3213,1.49E-01,4168,-955
EMC7,0.148896502,0,3214,1.49E-01,4169,-955
AVEN,0.148896502,0,3215,1.49E-01,4170,-955
RYR3,0.148896502,0,3216,1.49E-01,4171,-955
LOC607552,0.148896502,0,3217,1.49E-01,4172,-955
LOC106558056,0.148896502,0,3218,1.49E-01,4173,-955
IQCA1,0.149015798,0,3219,1.49E-01,4174,-955
UGDH,0.149064148,0,3220,1.49E-01,4175,-955
RPL9,0.149064148,0,3222,1.49E-01,4176,-954
LOC102151704,0.14911674,0,3223,1.49E-01,4177,-954
TMEM184A,0.149539088,0,3224,1.50E-01,4178,-954
PTH,0.748141734,4,10601,1.50E-01,4179,6422
CCR9,0.149674057,0,3225,1.50E-01,4180,-955
RLN2,0.14972242,0,3226,1.50E-01,4181,-955
PLGRKT,0.14972242,0,3227,1.50E-01,4182,-955
XXYLT1,0.149830459,0,3228,1.50E-01,4183,-955
TRIM2,0.899179571,5,11768,1.50E-01,4184,7584
LOR,0.599612986,3,9283,1.50E-01,4185,5098
ST8SIA2,0.149922159,0,3229,1.50E-01,4186,-957
CAST,0.150044955,0,3231,1.50E-01,4187,-956
NEK6,0.150086463,0,3232,1.50E-01,4188,-956
ABCC3,0.150160121,0,3233,1.50E-01,4189,-956
LOC106558081,0.150200633,0,3234,1.50E-01,4190,-956
DNAJC1,0.150406183,0,3235,1.50E-01,4191,-956
MLLT10,0.150406183,0,3236,1.50E-01,4192,-956
ZNF384,0.150614696,0,3239,1.51E-01,4193,-954
CELF2,0.150675055,0,3240,1.51E-01,4194,-954
SMCO2,0.150804003,0,3243,1.51E-01,4195,-952
ARNTL2,0.150804003,0,3244,1.51E-01,4196,-952
LOC102152144,0.150804003,0,3245,1.51E-01,4197,-952
OTOG,0.302094078,1,5554,1.51E-01,4198,1356
PLCB2,0.151173801,0,3246,1.51E-01,4199,-953
SEC16A,0.151231472,0,3248,1.51E-01,4200,-952
TMEM101,0.151246279,0,3249,1.51E-01,4201,-952
PIAS3,0.151301717,0,3251,1.51E-01,4202,-951
LOC483447,0.151479631,0,3252,1.51E-01,4203,-951
OTUD7A,0.151492595,0,3253,1.51E-01,4204,-951
LAMC3,0.757999777,4,10701,1.52E-01,4205,6496
ZZEF1,0.15165855,0,3254,1.52E-01,4206,-952
ADAMTS20,0.151771216,0,3255,1.52E-01,4207,-952
ZFP3,0.151842891,0,3256,1.52E-01,4208,-952
VCAM1,0.151863375,0,3257,1.52E-01,4209,-952
C5H11orf63,0.151869061,0,3258,1.52E-01,4210,-952
CRTAM,0.151869061,0,3259,1.52E-01,4211,-952
LYRM2,0.151909576,0,3260,1.52E-01,4212,-952
PRKACB,0.151971915,0,3261,1.52E-01,4213,-952
C5H1orf168,0.152104628,0,3262,1.52E-01,4214,-952
ABHD2,0.152168236,0,3263,1.52E-01,4215,-952
LOC106558214,0.15221585,0,3265,1.52E-01,4216,-951
RPL22L1,0.15221585,0,3266,1.52E-01,4217,-951
EIF5A2,0.15221585,0,3267,1.52E-01,4218,-951
TBC1D4,0.152306464,0,3268,1.52E-01,4219,-951
LOC102152000,0.152306464,0,3269,1.52E-01,4220,-951
LOC106559555,0.152318966,0,3270,1.52E-01,4221,-951
TMEM132B,0.152589001,0,3272,1.53E-01,4222,-950
POLR2C,0.152635951,0,3274,1.53E-01,4223,-949
LOC102151967,0.152703016,0,3275,1.53E-01,4224,-949
VRK2,0.152714706,0,3276,1.53E-01,4225,-949
DLGAP4,0.152760452,0,3278,1.53E-01,4226,-948
DSN1,0.152760452,0,3279,1.53E-01,4227,-948
MGLL,0.152878225,0,3280,1.53E-01,4228,-948
LOC102156064,0.152878225,0,3281,1.53E-01,4229,-948
PKDCC,0.15288078,0,3282,1.53E-01,4230,-948
THBS2,0.152913427,0,3283,1.53E-01,4231,-948
TDP2,0.152941899,0,3284,1.53E-01,4232,-948
UGGT2,0.153134338,0,3287,1.53E-01,4233,-946
NDC1,0.153136781,0,3288,1.53E-01,4234,-946
GC,0.153188944,0,3289,1.53E-01,4235,-946
IMPG1,0.45983671,2,7650,1.53E-01,4236,3414
PROK1,0.153397722,0,3290,1.53E-01,4237,-947
SLC16A4,0.153397722,0,3291,1.53E-01,4238,-947
AP3M2,0.15354124,0,3292,1.54E-01,4239,-947
DUSP19,0.153695929,0,3293,1.54E-01,4240,-947
SLC10A7,0.153786608,0,3294,1.54E-01,4241,-947
HNRNPC,0.153809217,0,3295,1.54E-01,4242,-947
RAB2B,0.153809217,0,3297,1.54E-01,4243,-946
TOX4,0.153809217,0,3298,1.54E-01,4244,-946
DNAAF1,0.461897877,2,7682,1.54E-01,4245,3437
DYRK4,0.154109728,0,3299,1.54E-01,4246,-947
RAD51AP1,0.154109728,0,3300,1.54E-01,4247,-947
STK39,0.154195542,0,3301,1.54E-01,4248,-947
UVRAG,0.15421423,0,3302,1.54E-01,4249,-947
NRG1,0.15422614,0,3303,1.54E-01,4250,-947
OFCC1,0.15425973,0,3304,1.54E-01,4251,-947
KDM2A,0.154301803,0,3305,1.54E-01,4252,-947
TVP23A,0.154364793,0,3306,1.54E-01,4253,-947
UTP6,0.154482793,0,3307,1.54E-01,4254,-947
TMEFF2,0.154503119,0,3308,1.55E-01,4255,-947
LOC102153110,0.154602265,0,3310,1.55E-01,4256,-946
CCDC171,0.154603952,0,3311,1.55E-01,4257,-946
NMRK1,0.154778852,0,3313,1.55E-01,4258,-945
HSPB1,0.928751405,5,11966,1.55E-01,4259,7707
WDR86,0.15487066,0,3314,1.55E-01,4260,-946
AOC1,0.155294242,0,3315,1.55E-01,4261,-946
BPGM,0.311355203,1,5682,1.56E-01,4262,1420
AGXT2,0.155814814,0,3318,1.56E-01,4263,-945
COPA,0.156039867,0,3319,1.56E-01,4264,-945
C27H12orf4,0.156093831,0,3320,1.56E-01,4265,-945
EIF4EBP1,0.156108019,0,3322,1.56E-01,4266,-944
LOC102151534,0.156124161,0,3323,1.56E-01,4267,-944
LOC102153933,0.15618045,0,3324,1.56E-01,4268,-944
ARHGAP21,0.156253666,0,3325,1.56E-01,4269,-944
LOC102152408,0.156276186,0,3326,1.56E-01,4270,-944
C8H14orf180,0.156296692,0,3327,1.56E-01,4271,-944
RRAGD,0.156363809,0,3329,1.56E-01,4272,-943
FAM159A,0.156394823,0,3330,1.56E-01,4273,-943
FGF7,0.156520307,0,3331,1.57E-01,4274,-943
DTWD1,0.156520307,0,3332,1.57E-01,4275,-943
SGCA,0.782983729,4,10898,1.57E-01,4276,6622
POLR2H,0.15665652,0,3334,1.57E-01,4277,-943
RNF146,0.156875446,0,3335,1.57E-01,4278,-943
ERICH1,0.156900618,0,3336,1.57E-01,4279,-943
LOC106559757,0.156933289,0,3337,1.57E-01,4280,-943
LOC106558637,0.156973481,0,3338,1.57E-01,4281,-943
LOC102154401,0.157032463,0,3340,1.57E-01,4282,-942
LOC102151134,0.157032463,0,3342,1.57E-01,4283,-941
SULF1,0.157032463,0,3343,1.57E-01,4284,-941
UBE2N,0.157074249,0,3344,1.57E-01,4285,-941
MRPL42,0.157074249,0,3345,1.57E-01,4286,-941
LOC102155396,0.157074249,0,3346,1.57E-01,4287,-941
OVCH2,0.157234042,0,3347,1.57E-01,4288,-941
KLF7,0.157235469,0,3348,1.57E-01,4289,-941
LOC102156884,0.157235469,0,3349,1.57E-01,4290,-941
PRELID1,0.157259214,0,3350,1.57E-01,4291,-941
RAB24,0.157259214,0,3351,1.57E-01,4292,-941
LPCAT4,0.157401187,0,3353,1.57E-01,4293,-940
CHRM5,0.157401187,0,3354,1.57E-01,4294,-940
SOAT2,0.157489594,0,3355,1.57E-01,4295,-940
IGFBP6,0.157489594,0,3356,1.57E-01,4296,-940
LOC102155350,0.157577872,0,3357,1.58E-01,4297,-940
RAB7B,0.157642465,0,3359,1.58E-01,4298,-939
PTPRZ1,0.157660139,0,3360,1.58E-01,4299,-939
TLL2,0.157781023,0,3361,1.58E-01,4300,-939
HERC6,0.157879393,0,3362,1.58E-01,4301,-939
LOC106559136,0.157907065,0,3363,1.58E-01,4302,-939
LOC102153645,0.157907065,0,3364,1.58E-01,4303,-939
NME8,0.473919642,2,7853,1.58E-01,4304,3549
FOXA1,0.158028386,0,3365,1.58E-01,4305,-940
TTC6,0.158028386,0,3366,1.58E-01,4306,-940
XPC,0.474502702,2,7866,1.58E-01,4307,3559
LOC102155781,0.158226394,0,3367,1.58E-01,4308,-941
TRIM59,0.158331002,0,3368,1.58E-01,4309,-941
LOC102154128,0.158681577,0,3369,1.59E-01,4310,-941
MATN3,0.95209287,5,12097,1.59E-01,4311,7786
SPNS3,0.15872787,0,3370,1.59E-01,4312,-942
GLCE,0.158855317,0,3371,1.59E-01,4313,-942
LOC106558065,0.159107594,0,3372,1.59E-01,4314,-942
NPTN,0.159107594,0,3373,1.59E-01,4315,-942
DFNB59,0.318370254,1,5777,1.59E-01,4316,1461
MANSC4,0.159204795,0,3374,1.59E-01,4317,-943
MRPS35,0.159204795,0,3375,1.59E-01,4318,-943
IQSEC1,0.159409965,0,3376,1.59E-01,4319,-943
C4H5orf42,0.159431335,0,3377,1.59E-01,4320,-943
USP20,0.159503312,0,3379,1.60E-01,4321,-942
PLXNC1,0.159624232,0,3380,1.60E-01,4322,-942
ASAP1,0.159670591,0,3382,1.60E-01,4323,-941
LOC100686010,0.159879917,0,3383,1.60E-01,4324,-941
LOC610488,0.16001702,0,3384,1.60E-01,4325,-941
C17H2orf81,0.160049596,0,3385,1.60E-01,4326,-941
WDR54,0.160049596,0,3386,1.60E-01,4327,-941
PDE1A,0.160074429,0,3388,1.60E-01,4328,-940
DNAJC10,0.160074429,0,3389,1.60E-01,4329,-940
PXDC1,0.160118388,0,3391,1.60E-01,4330,-939
LOC100682650,0.160150045,0,3392,1.60E-01,4331,-939
PRSS48,0.160162662,0,3393,1.60E-01,4332,-939
LOC102151750,0.160168223,0,3394,1.60E-01,4333,-939
CDKN3,0.160168223,0,3395,1.60E-01,4334,-939
LOC102152201,0.160308132,0,3397,1.60E-01,4335,-938
LOC100855730,0.160376088,0,3398,1.60E-01,4336,-938
UCHL5,0.160376088,0,3399,1.60E-01,4337,-938
LOC102152855,0.160645165,0,3400,1.61E-01,4338,-938
LOC106559738,0.160706973,0,3401,1.61E-01,4339,-938
CCDC85C,0.160714582,0,3402,1.61E-01,4340,-938
TFDP2,0.160715362,0,3403,1.61E-01,4341,-938
SGPP2,0.160780287,0,3404,1.61E-01,4342,-938
SIX6,0.643860312,3,9650,1.61E-01,4343,5307
CXXC4,0.161081191,0,3406,1.61E-01,4344,-938
COPS7A,0.161115901,0,3407,1.61E-01,4345,-938
PIANP,0.161115901,0,3408,1.61E-01,4346,-938
SCIMP,0.161144188,0,3409,1.61E-01,4347,-938
CD38,0.161204263,0,3410,1.61E-01,4348,-938
NDUFC2,0.161278994,0,3411,1.61E-01,4349,-938
THRSP,0.161278994,0,3412,1.61E-01,4350,-938
KCTD14,0.161278994,0,3413,1.61E-01,4351,-938
SURF6,0.161534933,0,3415,1.62E-01,4352,-937
MED22,0.161534933,0,3416,1.62E-01,4353,-937
RPL7A,0.161534933,0,3417,1.62E-01,4354,-937
C15H4orf46,0.161668104,0,3418,1.62E-01,4355,-937
NEURL3,0.162001175,0,3420,1.62E-01,4356,-936
CUX2,0.162083171,0,3421,1.62E-01,4357,-936
LOC106558639,0.162226852,0,3422,1.62E-01,4358,-936
BBOX1,0.162233482,0,3423,1.62E-01,4359,-936
C15H12orf74,0.162603696,0,3425,1.63E-01,4360,-935
ACSM5,0.162914385,0,3426,1.63E-01,4361,-935
SKAP1,0.162947908,0,3427,1.63E-01,4362,-935
FAM83D,0.163070311,0,3428,1.63E-01,4363,-935
DHX35,0.163070311,0,3429,1.63E-01,4364,-935
TMEM144,0.163106057,0,3430,1.63E-01,4365,-935
KITLG,0.163128908,0,3432,1.63E-01,4366,-934
KPNA7,0.163140986,0,3433,1.63E-01,4367,-934
MYH16,0.163140986,0,3434,1.63E-01,4368,-934
SPAG1,0.489522165,2,8077,1.63E-01,4369,3708
RAD9B,0.163416538,0,3436,1.63E-01,4370,-934
PPTC7,0.163416538,0,3437,1.63E-01,4371,-934
BEND6,0.163421186,0,3438,1.63E-01,4372,-934
CKM,0.163428534,0,3439,1.63E-01,4373,-934
CLASRP,0.163428534,0,3440,1.63E-01,4374,-934
WDR66,0.1634843,0,3441,1.63E-01,4375,-934
FAM149A,0.163506792,0,3442,1.64E-01,4376,-934
TSC22D2,0.163697694,0,3444,1.64E-01,4377,-933
CPEB4,0.163798585,0,3445,1.64E-01,4378,-933
TANC1,0.163800818,0,3446,1.64E-01,4379,-933
MYO16,0.163849288,0,3447,1.64E-01,4380,-933
ANXA10,0.163895771,0,3448,1.64E-01,4381,-933
TWSG1,0.163911134,0,3449,1.64E-01,4382,-933
LRRC52,0.163916241,0,3450,1.64E-01,4383,-933
ZMAT2,0.164052654,0,3452,1.64E-01,4384,-932
LOC106557655,0.164052654,0,3453,1.64E-01,4385,-932
LOC610838,0.164186549,0,3454,1.64E-01,4386,-932
ZC3H3,0.164350596,0,3455,1.64E-01,4387,-932
TIGD5,0.164350596,0,3456,1.64E-01,4388,-932
FHL2,0.821938733,4,11225,1.64E-01,4389,6836
RPLP2,0.164413513,0,3457,1.64E-01,4390,-933
STAB2,0.164433978,0,3459,1.64E-01,4391,-932
ADARB2,0.164750464,0,3460,1.65E-01,4392,-932
GDPD4,0.164769134,0,3461,1.65E-01,4393,-932
LOC102151792,0.164895532,0,3462,1.65E-01,4394,-932
NTN5,0.164895532,0,3463,1.65E-01,4395,-932
DBP,0.164895532,0,3464,1.65E-01,4396,-932
TFEB,0.164898892,0,3465,1.65E-01,4397,-932
KCNQ5,0.164911539,0,3466,1.65E-01,4398,-932
GRAMD3,0.165097522,0,3467,1.65E-01,4399,-932
COPS2,0.165097522,0,3468,1.65E-01,4400,-932
GALK2,0.165097522,0,3469,1.65E-01,4401,-932
DNAH7,0.165120945,0,3470,1.65E-01,4402,-932
LOC102156828,0.165120945,0,3471,1.65E-01,4403,-932
ATF7IP2,0.165154429,0,3472,1.65E-01,4404,-932
LOC106559424,0.165173947,0,3473,1.65E-01,4405,-932
DYNC1LI1,0.165239468,0,3475,1.65E-01,4406,-931
MIR8806,0.165239468,0,3476,1.65E-01,4407,-931
CMTM7,0.165239468,0,3477,1.65E-01,4408,-931
LOC102153394,0.165239468,0,3478,1.65E-01,4409,-931
CMTM8,0.165239468,0,3479,1.65E-01,4410,-931
PRCC,0.16528895,0,3480,1.65E-01,4411,-931
NES,0.16528895,0,3481,1.65E-01,4412,-931
TTC24,0.16528895,0,3482,1.65E-01,4413,-931
RHBG,0.16528895,0,3483,1.65E-01,4414,-931
CCT3,0.16528895,0,3484,1.65E-01,4415,-931
HERC5,0.165343102,0,3485,1.65E-01,4416,-931
STXBP4,0.165583445,0,3486,1.66E-01,4417,-931
ABL1,0.331232621,1,5997,1.66E-01,4418,1579
SIAE,0.165644761,0,3487,1.66E-01,4419,-932
TAF4B,0.165645064,0,3488,1.66E-01,4420,-932
OPN5,0.16564535,0,3489,1.66E-01,4421,-932
ACSL5,0.165882378,0,3491,1.66E-01,4422,-931
LOC102153070,0.166002001,0,3493,1.66E-01,4423,-930
CELSR1,0.166023951,0,3494,1.66E-01,4424,-930
KEL,0.166061228,0,3496,1.66E-01,4425,-929
LOC482741,0.166061228,0,3497,1.66E-01,4426,-929
C16H7orf34,0.166061228,0,3498,1.66E-01,4427,-929
TRPV5,0.166061228,0,3499,1.66E-01,4428,-929
TRPV6,0.166061228,0,3500,1.66E-01,4429,-929
CADPS,0.16607776,0,3501,1.66E-01,4430,-929
LOC102156327,0.166110012,0,3502,1.66E-01,4431,-929
RPF1,0.166110012,0,3503,1.66E-01,4432,-929
MGAM2,0.166115438,0,3504,1.66E-01,4433,-929
TAS2R38,0.166115438,0,3505,1.66E-01,4434,-929
KIAA1147,0.166115438,0,3506,1.66E-01,4435,-929
LOC102152610,0.166160726,0,3508,1.66E-01,4436,-928
CACNG3,0.166165894,0,3509,1.66E-01,4437,-928
LOC106558641,0.166179543,0,3510,1.66E-01,4438,-928
LCK,0.997132394,5,12337,1.66E-01,4439,7898
LOC102151882,0.166211748,0,3511,1.66E-01,4440,-929
LOC102152249,0.166211748,0,3512,1.66E-01,4441,-929
HHIPL2,0.166320092,0,3514,1.66E-01,4442,-928
SH3BP4,0.166559704,0,3515,1.67E-01,4443,-928
YY1,0.166606822,0,3516,1.67E-01,4444,-928
LOC102153260,0.166631021,0,3517,1.67E-01,4445,-928
NAP1L4,0.166801051,0,3518,1.67E-01,4446,-928
CARS,0.166801051,0,3519,1.67E-01,4447,-928
LOC100688321,0.166801051,0,3520,1.67E-01,4448,-928
CES1,0.333618206,1,6026,1.67E-01,4449,1577
CHORDC1,0.166944662,0,3521,1.67E-01,4450,-929
RASA1,0.334059452,1,6036,1.67E-01,4451,1585
CAMTA2,0.167047928,0,3522,1.67E-01,4452,-930
INCA1,0.167047928,0,3523,1.67E-01,4453,-930
VTCN1,0.167167792,0,3524,1.67E-01,4454,-930
EMC9,0.167190723,0,3525,1.67E-01,4455,-930
REC8,0.167190723,0,3526,1.67E-01,4456,-930
IPO4,0.167190723,0,3527,1.67E-01,4457,-930
NOP9,0.167190723,0,3529,1.67E-01,4458,-929
ADCY4,0.167190723,0,3530,1.67E-01,4459,-929
NYNRIN,0.167190723,0,3531,1.67E-01,4460,-929
CBLN3,0.167190723,0,3532,1.67E-01,4461,-929
KHNYN,0.167190723,0,3533,1.67E-01,4462,-929
SDR39U1,0.167190723,0,3534,1.67E-01,4463,-929
RGS12,0.167389718,0,3536,1.67E-01,4464,-928
PHF19,0.167478221,0,3537,1.67E-01,4465,-928
TRAF1,0.167478221,0,3538,1.67E-01,4466,-928
WNT7B,0.167506066,0,3539,1.68E-01,4467,-928
LOC102151766,0.167506066,0,3541,1.68E-01,4468,-927
ZHX3,0.167537777,0,3542,1.68E-01,4469,-927
OSBPL10,0.167614871,0,3543,1.68E-01,4470,-927
SYT6,0.167711543,0,3544,1.68E-01,4471,-927
LOC102153756,0.167758455,0,3546,1.68E-01,4472,-926
LOC102155312,0.167758455,0,3547,1.68E-01,4473,-926
GIGYF2,0.167764916,0,3549,1.68E-01,4474,-925
DLGAP2,0.167837726,0,3551,1.68E-01,4475,-924
LOC102152411,0.167859757,0,3552,1.68E-01,4476,-924
LOC100686860,0.1681786,0,3553,1.68E-01,4477,-924
ZNF22,0.1681786,0,3554,1.68E-01,4478,-924
RASSF4,0.1681786,0,3555,1.68E-01,4479,-924
TMEM72,0.1681786,0,3556,1.68E-01,4480,-924
FAM163A,0.168340176,0,3558,1.68E-01,4481,-923
KIAA1024,0.168558085,0,3559,1.69E-01,4482,-923
NAA25,0.168731012,0,3560,1.69E-01,4483,-923
PMS1,0.844214309,4,11413,1.69E-01,4484,6929
TIGAR,0.169084687,0,3562,1.69E-01,4485,-923
DHX15,0.169133391,0,3563,1.69E-01,4486,-923
BPIFC,0.169178387,0,3564,1.69E-01,4487,-923
NDFIP1,0.16918582,0,3565,1.69E-01,4488,-923
ENAH,0.169230895,0,3566,1.69E-01,4489,-923
CNIH3,0.169230895,0,3567,1.69E-01,4490,-923
LOC100684108,0.169256376,0,3568,1.69E-01,4491,-923
TMEM182,0.169289698,0,3569,1.69E-01,4492,-923
CNBD1,0.169441532,0,3572,1.69E-01,4493,-921
FYCO1,0.339269696,1,6117,1.70E-01,4494,1623
GPI,0.678768063,3,10027,1.70E-01,4495,5532
SLC27A4,0.509107735,2,8285,1.70E-01,4496,3789
LOC100683250,0.169730722,0,3574,1.70E-01,4497,-923
CD247,0.849892501,4,11447,1.70E-01,4498,6949
SMYD1,0.170018568,0,3575,1.70E-01,4499,-924
CPE,0.170246945,0,3576,1.70E-01,4500,-924
PCNXL2,0.170286091,0,3577,1.70E-01,4501,-924
FSIP1,0.170305534,0,3578,1.70E-01,4502,-924
GPR176,0.170305534,0,3579,1.70E-01,4503,-924
PAK6,0.170305534,0,3580,1.70E-01,4504,-924
ANKRD63,0.170305534,0,3581,1.70E-01,4505,-924
RNF152,0.170362105,0,3582,1.70E-01,4506,-924
DEPDC7,0.170378922,0,3583,1.70E-01,4507,-924
QSER1,0.170378922,0,3584,1.70E-01,4508,-924
CLDN8,0.170490609,0,3585,1.70E-01,4509,-924
C5H16orf74,0.170510323,0,3586,1.71E-01,4510,-924
SOX15,0.170606247,0,3587,1.71E-01,4511,-924
ADD2,0.170613702,0,3588,1.71E-01,4512,-924
MORC1,0.170622503,0,3589,1.71E-01,4513,-924
LOC102155445,0.170622503,0,3590,1.71E-01,4514,-924
C9H9orf117,0.170750191,0,3591,1.71E-01,4515,-924
PLSCR1,0.17084156,0,3593,1.71E-01,4516,-923
C3H15orf32,0.170950796,0,3594,1.71E-01,4517,-923
EI24,0.171047475,0,3595,1.71E-01,4518,-923
IBSP,0.17120369,0,3596,1.71E-01,4519,-923
MEPE,0.17120369,0,3597,1.71E-01,4520,-923
SFT2D1,0.171629584,0,3598,1.72E-01,4521,-923
PCM1,0.1717281,0,3599,1.72E-01,4522,-923
GPR137,0.171921074,0,3601,1.72E-01,4523,-922
LIPT1,0.68799696,3,10124,1.72E-01,4524,5600
LOC102155845,0.172088883,0,3602,1.72E-01,4525,-923
LOC100683547,0.172088883,0,3603,1.72E-01,4526,-923
CBX5,0.172180569,0,3604,1.72E-01,4527,-923
LYRM9,0.172326624,0,3605,1.72E-01,4528,-923
STIL,0.517027844,2,8388,1.72E-01,4529,3859
LOC106559885,0.172455784,0,3607,1.72E-01,4530,-923
LOC102155085,0.172497925,0,3608,1.72E-01,4531,-923
PLEKHG6,0.172534414,0,3610,1.73E-01,4532,-922
NIPAL3,0.172548317,0,3612,1.73E-01,4533,-921
PDE6C,0.863742314,4,11535,1.73E-01,4534,7001
SNX30,0.172821963,0,3613,1.73E-01,4535,-922
GZMA,0.172964806,0,3614,1.73E-01,4536,-922
CDC20B,0.172964806,0,3615,1.73E-01,4537,-922
DHX29,0.172964806,0,3616,1.73E-01,4538,-922
SKIV2L2,0.172964806,0,3617,1.73E-01,4539,-922
SHFM1,0.345950804,1,6205,1.73E-01,4540,1665
LOC102154219,0.173053055,0,3618,1.73E-01,4541,-923
LOC100683375,0.173142342,0,3619,1.73E-01,4542,-923
MAPKAPK5,0.173142342,0,3620,1.73E-01,4543,-923
B4GALNT4,0.173229897,0,3622,1.73E-01,4544,-922
HSD17B12,0.173229897,0,3623,1.73E-01,4545,-922
TTC17,0.173229897,0,3624,1.73E-01,4546,-922
CLSTN2,0.173340201,0,3625,1.73E-01,4547,-922
BANK1,0.173400528,0,3626,1.73E-01,4548,-922
RBBP6,0.173415383,0,3628,1.73E-01,4549,-921
RTP3,0.173419214,0,3629,1.73E-01,4550,-921
LOC106559625,0.173607731,0,3630,1.74E-01,4551,-921
UBE2Q1,0.173792859,0,3631,1.74E-01,4552,-921
TTC28,0.173812045,0,3632,1.74E-01,4553,-921
CDC42SE1,0.173852023,0,3633,1.74E-01,4554,-921
KDM2B,0.174223576,0,3635,1.74E-01,4555,-920
RNF34,0.174223576,0,3636,1.74E-01,4556,-920
RAB42,0.174275943,0,3637,1.74E-01,4557,-920
PPP1R1C,0.174275943,0,3638,1.74E-01,4558,-920
P3H4,0.174353545,0,3639,1.74E-01,4559,-920
LOC490983,0.174353545,0,3641,1.74E-01,4560,-919
KRT33A,0.174353545,0,3642,1.74E-01,4561,-919
LOC100686048,0.174353545,0,3643,1.74E-01,4562,-919
LOC490996,0.174353545,0,3644,1.74E-01,4563,-919
LOC608045,0.174353545,0,3645,1.74E-01,4564,-919
LOC102151268,0.174353545,0,3646,1.74E-01,4565,-919
LOC102151527,0.174353545,0,3647,1.74E-01,4566,-919
KRT40,0.174353545,0,3648,1.74E-01,4567,-919
LOC106559288,0.174353545,0,3649,1.74E-01,4568,-919
KRT222,0.174353545,0,3651,1.74E-01,4569,-918
STAC2,0.174353545,0,3653,1.74E-01,4570,-917
ARL5C,0.174353545,0,3654,1.74E-01,4571,-917
TTC39B,0.174638881,0,3655,1.75E-01,4572,-917
ADAMTS9,0.175021385,0,3656,1.75E-01,4573,-917
GNB1L,0.175141119,0,3657,1.75E-01,4574,-917
LOC490717,0.175233259,0,3658,1.75E-01,4575,-917
DOCK10,0.175256808,0,3659,1.75E-01,4576,-917
ADRBK1,0.17543661,0,3661,1.75E-01,4577,-916
LOC100685620,0.175478963,0,3663,1.75E-01,4578,-915
AKNA,0.175478963,0,3664,1.75E-01,4579,-915
LOC491382,0.175578751,0,3665,1.76E-01,4580,-915
LOC606788,0.175578751,0,3666,1.76E-01,4581,-915
ZMYND8,0.175595183,0,3667,1.76E-01,4582,-915
MMP11,0.175662355,0,3668,1.76E-01,4583,-915
LOC106558804,0.175690779,0,3669,1.76E-01,4584,-915
SNX3,0.175690779,0,3670,1.76E-01,4585,-915
LOC106557614,0.175690779,0,3671,1.76E-01,4586,-915
LOC102156211,0.175708322,0,3672,1.76E-01,4587,-915
KCNK7,0.175708674,0,3673,1.76E-01,4588,-915
EHBP1L1,0.175708674,0,3674,1.76E-01,4589,-915
CASP14,0.175771265,0,3675,1.76E-01,4590,-915
GATAD1,0.878856358,4,11619,1.76E-01,4591,7028
CHRDL2,0.17584591,0,3676,1.76E-01,4592,-916
SELPLG,0.175953149,0,3678,1.76E-01,4593,-915
GOT1L1,0.176054367,0,3679,1.76E-01,4594,-915
LOC102157259,0.176054367,0,3680,1.76E-01,4595,-915
RAB11FIP1,0.176054367,0,3681,1.76E-01,4596,-915
BRF2,0.176054367,0,3682,1.76E-01,4597,-915
UNC5D,0.176170653,0,3683,1.76E-01,4598,-915
LOC106559967,0.176224815,0,3684,1.76E-01,4599,-915
PRPSAP1,0.176224815,0,3685,1.76E-01,4600,-915
LOC475918,0.176224815,0,3686,1.76E-01,4601,-915
DKK3,0.176235678,0,3687,1.76E-01,4602,-915
C2CD2,0.176246509,0,3688,1.76E-01,4603,-915
MASTL,0.352622217,1,6288,1.76E-01,4604,1684
FPR2,0.17651181,0,3689,1.77E-01,4605,-916
VIT,0.17651181,0,3690,1.77E-01,4606,-916
